+201687654325,http://www.amazon.com,3,10485760,12:56:20,6
+201687654325,http://www.ebay.com,3,8388608,12:53:07,40
+201687654325,+201656789028,1,161,12:16:58,0
+201687654325,http://www.netflix.com,3,4194304,21:20:18,25
+201687654325,+3899129693,1,50,17:44:10,0
+201687654325,http://www.netflix.com,3,10485760,15:18:04,29
+201687654325,+201645454532,2,3,22:08:17,0
+201687654325,+8288203346,1,0,20:44:22,0
+201687654325,+201695959930,1,98,09:59:47,0
+201687654325,http://www.youtube.com,3,8388608,12:38:45,30
+201687654325,+201649154514,1,90,15:33:42,0
+201687654325,+201654324321,2,3,21:54:46,0
+201687654325,http://www.instagram.com,3,5242880,13:58:12,23
+201687654325,http://www.whatsapp.com,3,2097152,16:27:09,19
+201687654325,+201611223320,1,85,16:56:54,0
+201687654325,http://www.amazon.com,3,5242880,11:05:37,33
+201687654325,+201667809035,1,162,17:21:40,0
+201687654325,http://www.instagram.com,3,8388608,09:23:52,49
+201687654325,+2723620868,1,0,01:20:33,0
+201687654325,http://www.ebay.com,3,7340032,15:04:40,44
+201687654325,+201611223320,1,114,10:19:38,0
+201687654325,+201645378903,2,1,13:02:56,0
+201687654325,+201649191518,1,148,16:00:29,0
+201687654325,+201667809035,1,66,08:43:08,0
+201687654325,+201620491910,1,14,20:30:04,0
+201687654325,http://www.google.com,3,2097152,08:05:39,5
+201687654325,http://www.twitter.com,3,5242880,08:35:31,24
+201687654325,http://www.google.com,3,4194304,18:59:09,41
+201687654325,http://www.whatsapp.com,3,10485760,04:21:08,14
+201687654325,http://www.whatsapp.com,3,1048576,19:17:15,30
+201687654325,+201664565811,2,2,19:12:05,0
+201687654325,+7279382003,1,0,09:04:44,0
+201687654325,http://www.ebay.com,3,8388608,11:03:35,29
+201687654325,http://www.linkedin.com,3,1048576,05:11:31,15
+201687654325,+201649191518,2,3,00:08:52,0
+201687654325,http://www.linkedin.com,3,5242880,20:02:12,13
+201687654325,+201611223320,1,108,05:16:39,0
+201687654325,http://www.youtube.com,3,9437184,09:09:32,18
+201687654325,+201649154514,1,146,18:57:22,0
+201687654325,+3824731230,1,0,17:06:54,0
+201687654325,+201667809035,2,3,20:59:54,0
+201687654325,http://www.ebay.com,3,5242880,11:52:09,37
+201687654325,+201649191518,1,177,22:51:00,0
+201687654325,+201645378903,2,3,22:44:44,0
+201687654325,http://www.google.com,3,5242880,19:43:07,44
+201687654325,+201622334408,1,172,10:32:02,0
+201687654325,http://www.facebook.com,3,6291456,16:34:27,31
+201687654325,+6363056685,1,0,15:19:23,0
+201687654325,+201612789009,2,2,12:35:06,0
+201687654325,+201622334408,1,89,08:04:44,0
+201687654325,http://www.youtube.com,3,7340032,08:37:19,25
+201687654325,http://www.netflix.com,3,6291456,21:26:57,25
+201687654325,+201611111113,2,3,09:29:39,0
+201687654325,+7943445246,1,0,12:24:43,0
+201687654325,+201604919109,1,85,13:37:59,0
+201687654325,+7132346855,1,0,19:51:55,0
+201687654325,+7778131342,1,0,10:12:55,0
+201687654325,+201667809035,1,53,17:43:59,0
+201687654325,+201645454532,1,52,17:08:02,0
+201687654325,+6696877256,1,0,18:41:02,0
+201687654325,http://www.amazon.com,3,7340032,10:59:58,31
+201687654325,http://www.whatsapp.com,3,7340032,16:20:37,35
+201687654325,+201695959930,2,1,08:49:34,0
+201687654325,+201654324321,2,1,20:56:47,0
+201687654325,http://www.netflix.com,3,1048576,20:14:15,12
+201687654325,+201645454532,2,3,20:55:38,0
+201687654325,http://www.linkedin.com,3,6291456,22:48:58,45
+201687654325,+201611223320,2,1,13:48:05,0
+201687654325,+201604912015,1,118,15:36:38,0
+201687654325,http://www.netflix.com,3,8388608,12:03:58,37
+201687654325,http://www.ebay.com,3,9437184,17:20:32,22
+201687654325,http://www.youtube.com,3,9437184,17:18:24,50
+201687654325,+201667809035,2,2,19:21:36,0
+201687654325,+201612121212,1,131,10:25:43,0
+201687654325,+201667809035,1,156,20:49:58,0
+201687654325,http://www.ebay.com,3,1048576,15:58:05,45
+201687654325,http://www.whatsapp.com,3,2097152,19:00:46,50
+201687654325,+201649154514,1,39,00:54:17,0
+201687654325,http://www.linkedin.com,3,2097152,12:29:54,26
+201687654325,+201622334408,1,48,09:01:46,0
+201687654325,http://www.twitter.com,3,8388608,12:11:56,43
+201687654325,+201649191518,2,1,21:47:59,0
+201687654325,+201611223320,1,60,10:23:35,0
+201687654325,http://www.linkedin.com,3,4194304,08:57:29,13
+201687654325,http://www.facebook.com,3,6291456,09:25:43,17
+201687654325,+201612789009,1,21,07:19:52,0
+201687654325,http://www.google.com,3,6291456,17:04:22,20
+201687654325,+1905925949,1,0,13:45:40,0
+201687654325,+201656789028,2,2,14:28:06,0
+201687654325,http://www.ebay.com,3,7340032,21:21:23,37
+201687654325,http://www.amazon.com,3,1048576,09:30:48,20
+201687654325,+201649177767,2,3,14:13:47,0
+201687654325,+201695959930,1,157,18:05:56,0
+201687654325,+201695959930,1,13,18:34:34,0
+201687654325,+201664565811,1,82,13:06:53,0
+201687654325,+201654324321,2,3,18:03:38,0
+201687654325,http://www.instagram.com,3,5242880,14:17:16,35
+201687654325,http://www.ebay.com,3,10485760,15:43:30,30
+201687654325,+201645378903,1,172,02:15:26,0
+201687654325,http://www.amazon.com,3,4194304,20:33:49,26
+201687654325,+201604919109,1,94,16:35:02,0
+201687654325,http://www.google.com,3,3145728,09:41:36,29
+201687654325,+9727065735,1,0,21:09:18,0
+201687654325,http://www.whatsapp.com,3,1048576,19:39:09,44
+201687654325,+201654324321,2,2,23:50:25,0
+201687654325,http://www.google.com,3,5242880,08:52:53,33
+201687654325,+201611111113,1,91,00:20:36,0
+201687654325,+201611111113,1,46,10:31:27,0
+201687654325,http://www.twitter.com,3,7340032,22:05:49,13
+201687654325,+201664565811,1,167,08:12:43,0
+201687654325,http://www.whatsapp.com,3,4194304,08:47:18,48
+201687654325,+201611223320,1,175,09:12:38,0
+201687654325,http://www.ebay.com,3,5242880,22:54:08,19
+201687654325,http://www.youtube.com,3,1048576,01:06:18,14
+201687654325,http://www.google.com,3,1048576,09:42:11,30
+201687654325,http://www.facebook.com,3,1048576,17:39:59,47
+201687654325,http://www.twitter.com,3,1048576,10:31:20,13
+201687654325,+201667809035,2,3,22:21:17,0
+201687654325,http://www.youtube.com,3,10485760,21:41:18,41
+201687654325,http://www.ebay.com,3,1048576,11:15:10,33
+201687654325,+201645378903,1,133,10:42:05,0
+201687654325,http://www.facebook.com,3,7340032,16:09:59,44
+201687654325,http://www.whatsapp.com,3,3145728,21:01:01,28
+201687654325,http://www.youtube.com,3,3145728,20:29:50,30
+201687654325,+201612789009,1,61,16:56:12,0
+201687654325,+201645454532,1,20,14:56:12,0
+201687654325,http://www.amazon.com,3,2097152,19:31:07,39
+201687654325,+201656789028,1,134,19:53:18,0
+201687654325,http://www.facebook.com,3,8388608,01:23:46,5
+201687654325,http://www.netflix.com,3,2097152,14:43:41,10
+201687654325,http://www.whatsapp.com,3,10485760,13:19:49,33
+201687654325,http://www.whatsapp.com,3,2097152,17:12:37,33
+201687654325,+7278275373,1,0,21:15:06,0
+201687654325,http://www.youtube.com,3,10485760,17:03:39,28
+201687654325,+201612789009,1,87,11:18:08,0
+201687654325,+201612789009,2,3,16:57:16,0
+201687654325,http://www.twitter.com,3,5242880,20:45:49,35
+201687654325,+201622334408,1,45,03:12:26,0
+201687654325,+8292114562,1,0,10:45:48,0
+201687654325,+201604919109,1,149,13:24:02,0
+201687654325,+201649191518,1,83,13:39:56,0
+201687654325,+201622334408,1,79,15:33:17,0
+201687654325,+201604919109,1,157,09:43:22,0
+201687654325,+7935917494,1,0,22:28:34,0
+201687654325,+201649191518,2,3,09:14:09,0
+201687654325,+201611223320,2,3,22:16:44,0
+201687654325,+201612789009,1,19,20:33:59,0
+201687654325,http://www.whatsapp.com,3,5242880,16:03:24,19
+201687654325,http://www.google.com,3,10485760,16:03:44,14
+201687654325,http://www.instagram.com,3,5242880,10:27:25,14
+201687654325,+201604919109,1,177,09:17:05,0
+201687654325,+201664565811,1,47,17:40:10,0
+201687654325,+201649154514,1,49,22:47:39,0
+201687654325,http://www.amazon.com,3,9437184,12:46:16,16
+201687654325,http://www.instagram.com,3,9437184,05:34:12,44
+201687654325,+201649195501,2,1,15:35:05,0
+201687654325,http://www.linkedin.com,3,3145728,10:54:26,23
+201687654325,http://www.instagram.com,3,6291456,16:55:17,10
+201687654325,+2246775146,1,0,23:44:49,0
+201687654325,+201611111113,2,2,03:59:28,0
+201687654325,http://www.youtube.com,3,3145728,22:21:35,40
+201687654325,+7945838718,1,0,10:29:14,0
+201687654325,http://www.twitter.com,3,3145728,21:32:59,21
+201687654325,+201667809035,2,2,15:07:52,0
+201687654325,+201620491910,1,81,15:57:52,0
+201687654325,+201649191518,2,1,18:55:04,0
+201687654325,+6796660869,1,0,10:15:44,0
+201687654325,http://www.linkedin.com,3,7340032,16:06:13,13
+201687654325,http://www.youtube.com,3,4194304,05:20:35,16
+201687654325,+201604912015,2,3,16:29:15,0
+201687654325,http://www.ebay.com,3,10485760,11:39:40,43
+201687654325,+201667809035,1,57,13:52:50,0
+201687654325,+201620491910,2,1,08:34:56,0
+201687654325,+201645378903,1,21,15:13:04,0
+201687654325,+201649191518,2,2,15:47:04,0
+201687654325,+201612121212,2,3,10:46:25,0
+201687654325,+2919119064,1,0,22:26:25,0
+201687654325,http://www.google.com,3,10485760,18:00:12,44
+201687654325,http://www.facebook.com,3,9437184,05:16:16,42
+201687654325,http://www.amazon.com,3,5242880,23:59:33,23
+201687654325,http://www.linkedin.com,3,10485760,17:29:37,15
+201687654325,+201611111113,2,2,11:42:55,0
+201687654325,+4594219523,1,0,12:58:22,0
+201687654325,+2142437073,1,0,22:41:47,0
+201687654325,http://www.youtube.com,3,1048576,13:28:44,11
+201687654325,http://www.amazon.com,3,10485760,20:21:42,29
+201687654325,http://www.facebook.com,3,7340032,21:11:31,38
+201687654325,+7694300426,1,0,11:36:33,0
+201687654325,http://www.amazon.com,3,3145728,11:46:22,38
+201687654325,+201604919109,1,35,10:19:18,0
+201687654325,+201604919109,2,3,21:42:16,0
+201687654325,http://www.youtube.com,3,7340032,08:37:11,38
+201687654325,http://www.whatsapp.com,3,3145728,15:16:24,46
+201687654325,http://www.amazon.com,3,6291456,13:01:38,24
+201687654325,+201649195501,1,172,08:21:50,0
+201687654325,+4439280648,1,0,15:24:07,0
+201687654325,+201612121212,1,170,21:40:23,0
+201687654325,+201656789028,2,2,12:48:14,0
+201687654325,+7028781549,1,0,17:20:21,0
+201687654325,http://www.linkedin.com,3,7340032,15:42:44,17
+201687654325,http://www.amazon.com,3,7340032,17:13:13,42
+201687654325,+201645454532,2,1,17:21:41,0
+201687654325,http://www.netflix.com,3,8388608,14:35:20,17
+201687654325,+201664565811,2,2,10:47:46,0
+201687654325,+201604919109,1,173,12:02:24,0
+201687654325,+201612121212,2,3,09:59:57,0
+201687654325,+201649154514,1,50,11:37:09,0
+201687654325,+201611111113,2,2,12:40:30,0
+201687654325,http://www.youtube.com,3,7340032,18:31:31,12
+201687654325,+9361904900,1,0,19:43:39,0
+201687654325,http://www.google.com,3,5242880,19:17:13,27
+201687654325,+201695959930,1,108,22:30:05,0
+201687654325,http://www.instagram.com,3,7340032,21:31:28,49
+201687654325,+201645454532,1,107,08:41:10,0
+201687654325,http://www.netflix.com,3,8388608,08:08:44,41
+201687654325,http://www.youtube.com,3,8388608,09:23:46,9
+201687654325,+201611111113,1,41,18:33:35,0
+201687654325,+201656789028,1,42,09:50:46,0
+201687654325,http://www.linkedin.com,3,2097152,09:11:20,24
+201687654325,+201649177767,1,91,09:45:06,0
+201687654325,+5852119123,1,0,10:14:36,0
+201687654325,+201622334408,2,2,08:47:41,0
+201687654325,http://www.ebay.com,3,1048576,01:13:53,33
+201687654325,http://www.google.com,3,7340032,12:20:34,15
+201687654325,+201649154514,1,18,23:47:16,0
+201687654325,+9355823485,1,0,15:24:29,0
+201687654325,http://www.google.com,3,6291456,20:59:29,31
+201687654325,+201620491910,1,126,16:49:28,0
+201687654325,+201695959930,2,1,08:15:34,0
+201687654325,+201611223320,1,104,18:04:51,0
+201687654325,http://www.twitter.com,3,8388608,14:03:04,5
+201687654325,http://www.whatsapp.com,3,5242880,22:23:02,40
+201687654325,+201604912015,1,178,14:33:20,0
+201687654325,+201604912015,1,155,17:23:23,0
