+201645454532,+201604919109,2,2,10:37:57,0
+201645454532,+201695959930,1,57,15:51:25,0
+201645454532,+201695959930,2,2,11:10:47,0
+201645454532,+201612121212,1,41,05:40:08,0
+201645454532,+201649177767,1,171,21:04:43,0
+201645454532,+201649177767,1,107,19:25:25,0
+201645454532,+201649177767,2,1,10:15:49,0
+201645454532,+201611111113,2,1,22:16:32,0
+201645454532,+201664565811,1,180,11:35:15,0
+201645454532,+201612789009,2,1,05:27:49,0
+201645454532,+201687654325,2,3,08:27:41,0
+201645454532,+3543020427,1,50,11:04:36,0
+201645454532,+201664565811,2,2,18:29:20,0
+201645454532,+201667809035,1,160,22:16:09,0
+201645454532,+201604919109,1,25,08:18:51,0
+201645454532,+201649177767,2,2,16:27:13,0
+201645454532,+201649191518,2,1,13:19:56,0
+201645454532,+201649177767,1,169,13:13:56,0
+201645454532,+201612121212,1,177,07:32:49,0
+201645454532,+201649154514,2,3,10:37:45,0
+201645454532,+8288381274,1,0,14:22:25,0
+201645454532,+201687654325,1,60,03:58:43,0
+201645454532,+201622334408,1,10,15:03:46,0
+201645454532,+7826364011,1,0,20:50:41,0
+201645454532,+201622334408,2,3,20:15:21,0
+201645454532,+7212126709,1,0,13:32:10,0
+201645454532,+201620491910,2,1,22:15:27,0
+201645454532,+201656789028,1,53,09:29:15,0
+201645454532,+201656789028,2,3,11:47:30,0
+201645454532,+201612121212,1,172,08:57:33,0
+201645454532,+201649154514,1,161,10:30:30,0
+201645454532,+201649195501,1,61,16:31:38,0
+201645454532,+2062011629,1,0,13:18:09,0
+201645454532,+201620491910,1,19,10:29:35,0
+201645454532,+201611223320,1,166,18:31:12,0
+201645454532,+201611223320,2,2,19:03:52,0
+201645454532,+201667809035,1,94,20:02:13,0
+201645454532,+201645378903,1,117,16:10:09,0
+201645454532,+201664565811,1,86,17:23:30,0
+201645454532,+201649191518,1,136,20:44:29,0
+201645454532,+201620491910,1,28,09:30:43,0
+201645454532,+201649195501,1,151,15:12:16,0
+201645454532,+201649177767,1,21,02:00:14,0
+201645454532,+201649177767,1,60,14:44:47,0
+201645454532,+1072428461,1,0,14:37:49,0
+201645454532,+201604919109,1,94,20:46:13,0
+201645454532,+201649154514,1,113,22:21:51,0
+201645454532,+201664565811,1,31,10:22:25,0
+201645454532,+201645378903,1,142,17:43:21,0
+201645454532,+201649154514,1,81,17:52:10,0
+201645454532,+201649191518,1,46,08:05:19,0
+201645454532,+201622334408,2,2,20:24:30,0
+201645454532,+201656789028,1,70,08:22:17,0
+201645454532,+201695959930,2,3,19:29:11,0
+201645454532,+201612789009,2,2,22:13:16,0
+201645454532,+201649195501,1,79,15:32:09,0
+201645454532,+201611111113,1,65,09:46:41,0
+201645454532,+7459878281,1,0,17:28:32,0
+201645454532,+201645378903,2,3,21:23:20,0
+201645454532,+201622334408,1,18,10:41:32,0
+201645454532,+201649154514,1,132,17:36:23,0
+201645454532,+9933452124,1,0,16:54:37,0
+201645454532,+5668605839,1,0,22:42:58,0
+201645454532,+201612121212,1,73,20:45:47,0
+201645454532,+201611111113,1,97,18:41:11,0
+201645454532,+201604912015,2,1,15:07:57,0
+201645454532,+201664565811,1,15,17:24:24,0
+201645454532,+201656789028,1,173,19:25:35,0
+201645454532,+201604912015,1,131,20:51:48,0
+201645454532,+201695959930,2,1,11:41:49,0
+201645454532,+201620491910,1,53,17:02:20,0
+201645454532,+201656789028,1,114,08:48:52,0
+201645454532,+201695959930,1,143,09:54:55,0
+201645454532,+6322913667,1,0,15:34:04,0
+201645454532,+201656789028,2,1,20:20:36,0
+201645454532,+201611223320,1,86,08:53:26,0
+201645454532,+201604912015,2,2,19:36:26,0
+201645454532,+201604912015,2,3,20:24:28,0
+201645454532,+201604919109,1,120,08:11:53,0
+201645454532,+3189473175,1,0,15:10:05,0
+201645454532,+201604919109,1,155,16:44:33,0
+201645454532,+201620491910,2,3,14:43:32,0
+201645454532,+201649177767,1,16,22:32:50,0
+201645454532,+201612121212,1,75,18:51:10,0
+201645454532,+201611223320,1,20,18:38:14,0
+201645454532,+9787935859,1,0,08:11:01,0
+201645454532,+201695959930,1,118,21:57:36,0
+201645454532,+201645378903,2,1,09:39:20,0
+201645454532,+201604919109,2,2,15:29:12,0
+201645454532,+201649191518,1,146,13:53:05,0
+201645454532,+201664565811,2,2,14:34:34,0
+201645454532,+201649195501,1,97,19:09:10,0
+201645454532,+3342379014,1,0,07:12:40,0
+201645454532,+201654324321,2,2,19:14:43,0
