+201654324321,+201649191518,1,134,22:47:42,0
+201654324321,+201604912015,1,157,09:54:55,0
+201654324321,+201649154514,1,18,08:39:54,0
+201654324321,+201649191518,1,136,16:22:07,0
+201654324321,+201604919109,2,1,18:01:05,0
+201654324321,+201612789009,1,123,19:14:10,0
+201654324321,+201611111113,2,2,17:41:35,0
+201654324321,+201645378903,1,19,19:34:55,0
+201654324321,+201604912015,2,1,19:59:14,0
+201654324321,+5971773546,1,50,22:45:48,0
+201654324321,+201611111113,1,164,09:08:35,0
+201654324321,+9941552345,1,0,21:58:52,0
+201654324321,+201649154514,1,92,22:18:16,0
+201654324321,+201611223320,1,13,19:01:14,0
+201654324321,+201604912015,1,66,00:04:14,0
+201654324321,+201604919109,1,100,19:02:35,0
+201654324321,+201667809035,1,64,10:30:25,0
+201654324321,+201656789028,1,80,16:00:35,0
+201654324321,+201667809035,2,3,22:28:16,0
+201654324321,+8597623614,1,0,14:27:36,0
+201654324321,+201622334408,1,135,16:38:47,0
+201654324321,+201649154514,2,1,11:01:14,0
+201654324321,+201604912015,1,32,20:23:14,0
+201654324321,+201645454532,2,1,15:21:22,0
+201654324321,+201649154514,2,2,21:56:42,0
+201654324321,+201667809035,2,2,09:59:25,0
+201654324321,+201649195501,1,70,01:57:18,0
+201654324321,+201656789028,2,2,20:45:22,0
+201654324321,+201649195501,2,3,05:02:03,0
+201654324321,+201604919109,1,66,18:43:20,0
+201654324321,+201649195501,2,3,21:38:50,0
+201654324321,+201649191518,1,17,21:41:20,0
+201654324321,+7826573174,1,0,15:08:54,0
+201654324321,+201649177767,1,146,16:28:29,0
+201654324321,+201612789009,2,2,18:40:25,0
+201654324321,+201649195501,1,61,21:48:26,0
+201654324321,+201612121212,1,106,18:18:45,0
+201654324321,+201612121212,1,168,09:17:28,0
+201654324321,+201649191518,1,12,11:11:13,0
+201654324321,+201664565811,2,1,21:24:34,0
+201654324321,+201664565811,1,31,08:38:33,0
+201654324321,+201664565811,1,79,12:50:35,0
+201654324321,+201612789009,1,35,20:12:28,0
+201654324321,+201649195501,2,2,09:46:09,0
+201654324321,+201645454532,1,14,05:22:35,0
+201654324321,+201645378903,2,1,20:01:08,0
+201654324321,+201664565811,1,51,18:33:58,0
+201654324321,+201611111113,2,3,18:28:24,0
+201654324321,+4848629166,1,0,22:24:38,0
+201654324321,+201649154514,2,3,17:25:46,0
+201654324321,+201604912015,2,1,18:50:52,0
+201654324321,+201656789028,1,81,14:09:10,0
+201654324321,+201611111113,1,149,21:10:32,0
+201654324321,+201611111113,2,1,12:23:23,0
+201654324321,+201649195501,1,90,10:42:10,0
+201654324321,+201604919109,1,173,22:17:41,0
+201654324321,+201656789028,2,2,08:59:20,0
+201654324321,+201649154514,2,3,08:43:53,0
+201654324321,+201622334408,1,97,22:30:06,0
+201654324321,+201622334408,1,55,20:56:00,0
+201654324321,+201604919109,2,3,10:55:06,0
+201654324321,+201612789009,1,151,10:09:51,0
+201654324321,+201611223320,1,49,09:49:33,0
+201654324321,+201645378903,1,151,21:40:08,0
+201654324321,+7102291334,1,0,21:51:33,0
+201654324321,+201604912015,1,43,09:20:28,0
+201654324321,+201649191518,1,141,13:27:44,0
+201654324321,+201612121212,2,2,20:52:51,0
+201654324321,+201611223320,2,2,10:29:53,0
+201654324321,+201645378903,1,97,08:14:49,0
+201654324321,+201687654325,1,105,20:41:23,0
+201654324321,+201620491910,1,171,22:21:46,0
+201654324321,+201604919109,2,3,22:35:14,0
+201654324321,+9709474978,1,0,14:12:43,0
+201654324321,+201695959930,1,124,19:25:53,0
+201654324321,+201649191518,1,97,08:19:37,0
+201654324321,+201604919109,1,172,05:50:40,0
+201654324321,+201649191518,1,55,16:20:16,0
+201654324321,+2977813230,1,0,19:32:28,0
+201654324321,+201695959930,1,49,18:28:01,0
+201654324321,+201667809035,1,153,18:30:14,0
