+201604912015,+201656789028,2,1,00:49:17,0
+201604912015,+201645454532,1,154,20:16:31,0
+201604912015,+201645454532,2,3,15:22:45,0
+201604912015,+201604919109,2,3,19:59:52,0
+201604912015,+201645378903,2,3,12:47:12,0
+201604912015,+201649154514,1,19,03:18:52,0
+201604912015,+201649191518,2,1,05:57:37,0
+201604912015,+201649191518,1,21,09:28:09,0
+201604912015,+201612789009,1,151,16:35:35,0
+201604912015,+201645378903,2,2,11:01:26,0
+201604912015,+201611111113,2,2,13:16:01,0
+201604912015,+201649154514,1,77,17:09:07,0
+201604912015,+201667809035,1,29,21:50:21,0
+201604912015,+201645378903,1,177,01:46:12,0
+201604912015,+201604919109,2,3,15:34:52,0
+201604912015,+201667809035,1,57,15:15:02,0
+201604912015,+201649195501,2,3,11:26:20,0
+201604912015,+201667809035,2,1,16:34:39,0
+201604912015,+201649191518,1,171,08:51:50,0
+201604912015,+201604919109,1,73,21:20:30,0
+201604912015,+201649195501,1,51,21:34:01,0
+201604912015,+6065550753,1,50,19:17:28,0
+201604912015,+201649191518,2,1,16:11:28,0
+201604912015,+201645378903,2,1,15:55:27,0
+201604912015,+3492738287,1,0,16:22:51,0
+201604912015,+201611111113,1,150,15:47:21,0
+201604912015,+201667809035,1,47,08:00:43,0
+201604912015,+201649191518,1,61,17:40:50,0
+201604912015,+201649195501,1,80,22:50:31,0
+201604912015,+201649154514,2,1,19:12:10,0
+201604912015,+9024593692,1,0,10:51:02,0
+201604912015,+201611223320,1,153,14:13:02,0
+201604912015,+201645454532,2,1,11:30:30,0
+201604912015,+201622334408,1,31,12:31:32,0
+201604912015,+201611111113,2,1,09:05:06,0
+201604912015,+201656789028,1,123,13:10:19,0
+201604912015,+201611111113,1,149,11:15:59,0
+201604912015,+201611111113,2,3,16:46:12,0
+201604912015,+201645454532,1,100,00:38:09,0
+201604912015,+201604919109,2,1,12:03:01,0
+201604912015,+201622334408,1,115,22:54:47,0
+201604912015,+7153080669,1,0,19:38:21,0
+201604912015,+201656789028,2,2,21:43:03,0
+201604912015,+201645378903,1,165,18:09:23,0
+201604912015,+201649191518,2,2,13:59:29,0
+201604912015,+201611111113,1,177,15:26:58,0
+201604912015,+201645378903,1,138,19:48:55,0
+201604912015,+201622334408,2,1,07:16:09,0
+201604912015,+201687654325,1,147,07:20:35,0
+201604912015,+201622334408,2,1,16:04:48,0
+201604912015,+201667809035,2,1,17:33:09,0
+201604912015,+201649154514,2,1,22:01:47,0
+201604912015,+201611111113,1,88,16:17:31,0
+201604912015,+201687654325,1,135,20:10:40,0
+201604912015,+201611223320,1,140,22:06:06,0
+201604912015,+201656789028,1,126,11:37:08,0
+201604912015,+201649154514,1,27,20:49:55,0
+201604912015,+201612789009,1,18,20:07:01,0
+201604912015,+201656789028,2,2,13:16:16,0
+201604912015,+201645454532,2,2,09:58:39,0
+201604912015,+201645378903,1,130,09:50:10,0
+201604912015,+201645454532,1,89,17:50:17,0
+201604912015,+201622334408,1,41,20:51:21,0
+201604912015,+201664565811,2,2,17:16:49,0
+201604912015,+201611223320,2,1,10:56:23,0
+201604912015,+201611111113,2,2,21:42:40,0
+201604912015,+201649177767,1,170,09:31:28,0
+201604912015,+201645454532,1,130,19:10:30,0
+201604912015,+201667809035,1,62,19:25:28,0
+201604912015,+201649191518,1,170,04:58:34,0
+201604912015,+201612789009,2,3,17:04:13,0
+201604912015,+201645454532,1,15,17:11:51,0
+201604912015,+201604919109,1,174,17:29:28,0
+201604912015,+6839702627,1,0,08:00:05,0
+201604912015,+201611223320,2,1,11:38:26,0
+201604912015,+201649191518,2,2,17:15:12,0
+201604912015,+201649177767,2,2,14:45:30,0
+201604912015,+201645454532,1,152,13:22:38,0
+201604912015,+201667809035,1,11,16:07:45,0
+201604912015,+201664565811,2,3,20:47:53,0
+201604912015,+201611223320,1,24,20:40:20,0
+201604912015,+201656789028,2,1,19:17:11,0
+201604912015,+6702893367,1,0,13:27:20,0
+201604912015,+201649177767,1,171,10:01:06,0
