+201649154514,+201611223320,2,3,15:20:12,0
+201649154514,+201604919109,2,3,15:14:04,0
+201649154514,+201622334408,2,1,16:02:21,0
+201649154514,+201612789009,1,135,19:15:50,0
+201649154514,+201611111113,1,66,16:01:22,0
+201649154514,+5926171436,1,50,22:26:48,0
+201649154514,+201656789028,1,81,06:18:00,0
+201649154514,+201611111113,1,84,08:38:59,0
+201649154514,+201664565811,2,2,10:11:17,0
+201649154514,+201612789009,2,3,06:52:45,0
+201649154514,+201604912015,1,97,21:30:48,0
+201649154514,+5795521571,1,0,22:47:15,0
+201649154514,+201645378903,1,173,10:32:04,0
+201649154514,+201645454532,2,1,09:29:38,0
+201649154514,+201612789009,1,147,15:27:32,0
+201649154514,+201649191518,1,48,12:35:39,0
+201649154514,+201611223320,1,58,18:32:03,0
+201649154514,+201656789028,1,143,12:08:33,0
+201649154514,+201687654325,2,1,12:54:46,0
+201649154514,+9187166630,1,0,07:54:54,0
+201649154514,+201604919109,2,1,19:01:37,0
+201649154514,+201612789009,2,3,01:45:47,0
+201649154514,+201667809035,1,173,03:41:08,0
+201649154514,+201622334408,1,14,16:00:50,0
+201649154514,+201604912015,2,2,20:47:10,0
+201649154514,+201649195501,2,2,17:33:27,0
+201649154514,+201645378903,1,24,22:56:12,0
+201649154514,+201645454532,1,177,18:37:33,0
+201649154514,+201656789028,1,69,10:09:24,0
+201649154514,+201664565811,2,2,18:49:17,0
+201649154514,+201649195501,2,1,15:17:22,0
+201649154514,+201645378903,2,3,10:47:51,0
+201649154514,+201645378903,1,62,10:42:37,0
+201649154514,+201649195501,1,85,17:36:02,0
+201649154514,+201656789028,2,3,04:48:38,0
+201649154514,+201645378903,1,60,17:27:44,0
+201649154514,+201611111113,1,15,20:31:50,0
+201649154514,+201622334408,2,3,21:49:54,0
+201649154514,+9415541192,1,0,13:38:31,0
+201649154514,+201664565811,2,1,14:13:29,0
+201649154514,+201667809035,1,169,15:14:26,0
+201649154514,+201612789009,1,115,22:38:21,0
+201649154514,+201664565811,2,3,21:41:29,0
+201649154514,+201604912015,1,143,14:36:28,0
+201649154514,+201649177767,2,2,06:23:24,0
+201649154514,+8032720345,1,0,10:29:07,0
